Lfd. Nummer;Name des Flughafens;Ort;Land;IATA;ICAO;Latitude;Longitude;Altitude;Zeitzone;DST;Zeitzonen-Datenbank;geo_punkt
8703;Barberton Airport;Barberton;South Africa;0;FABR;-25.716869;30.97518;686;2.0;U;Africa/Johannesburg;-25.716869, 30.97518
330;Jena-Schöngleina Airport;Jena;Deutschland;0;EDBJ;50.915279388427734;11.714444160461426;380;1.0;E;Europe/Berlin;50.9152793884, 11.7144441605
13493;COLNIZA Airport;COLNIZA;Brazil;0;SIXZ;-9.446111111;-59.199166667;168;-4.0;S;0;-9.446111111, -59.199166667
1165;Kigali International Airport;Kigali;Rwanda;KGL;HRYR;-1.9686299562499998;30.1394996643;1481;2.0;U;Africa/Kigali;-1.96862995625, 30.1394996643
10723;Elsenthal Grafe Airport;Elsenthal;Deutschland;0;EDNF;48.8224983215332;13.367500305175781;432;1.0;E;0;48.8224983215, 13.3675003052
320;Eisenhüttenstadt Airport;Eisenhuettenstadt;Deutschland;0;EDAE;52.195856;14.58753;44;1.0;E;Europe/Berlin;52.195856, 14.58753
8051;Lake Hood Seaplane Base;Anchorage;United States;0;PALH;61.18000030517578;-149.9720001220703;22;-9.0;A;America/Anchorage;61.1800003052, -149.972000122
317;Bautzen Airport;Bautzen;Deutschland;0;EDAB;51.19361114501953;14.519721984863281;173;1.0;E;Europe/Berlin;51.193611145, 14.5197219849
663;Tromsø Airport;Tromso;Norway;TOS;ENTC;69.68329620361328;18.918899536132812;9;1.0;E;Europe/Oslo;69.6832962036, 18.9188995361
994;Seychelles International Airport;Mahe;Seychelles;SEZ;FSIA;-4.674339771270752;55.52180099487305;3;4.0;U;Indian/Mahe;-4.67433977127, 55.5218009949
13668;JARU Airport;JARU;Brazil;0;SIDG;-10.423611111111;-62.5175;168;-4.0;S;0;-10.4236111111, -62.5175
1345;"Châteauroux-Déols ""Marcel Dassault"" Airport";Chateauroux;France;CHR;LFLX;46.86027778;1.7211111;161;1.0;E;Europe/Paris;46.86027778, 1.7211111
280;Diori Hamani International Airport;Niamey;Niger;NIM;DRRN;13.481499671936035;2.183609962463379;223;1.0;N;Africa/Niamey;13.4814996719, 2.18360996246
2241;Doha International Airport;Doha;Qatar;0;OTBD;25.261101;51.565102;11;3.0;U;Asia/Qatar;25.261101, 51.565102
2651;Cerro Moreno Airport;Antofagasta;Chile;ANF;SCFA;-23.444499969482422;-70.44509887695312;139;-4.0;S;America/Santiago;-23.4444999695, -70.445098877
3076;Dhaka / Hazrat Shahjalal International Airport;Dhaka;Bangladesh;DAC;VGZR;23.843347;90.397783;9;6.0;U;Asia/Dhaka;23.843347, 90.397783
8302;Lagrange Callaway Airport;LaGrange;United States;LGC;KLGC;33.0088996887;-85.0726013184;211;-5.0;A;America/New_York;33.0088996887, -85.0726013184
7685;Koszalin Zegrze Pomorskie Air Base;Koszalin;Poland;OSZ;EPKO;54.0425;16.2656;76;1.0;E;Europe/Warsaw;54.0425, 16.2656
7903;Marl-Loemühle Airport;Recklinghausen;Deutschland;0;EDLM;51.647202;7.16333;73;1.0;U;Europe/Berlin;51.647202, 7.16333
8090;Ganderkesee Atlas Airfield Airport;Ganderkesee;Deutschland;0;EDWQ;53.036109924316406;8.505556106567383;29;1.0;E;Europe/Berlin;53.0361099243, 8.50555610657
1287;Millau-Larzac Airport;Millau;France;0;LFCM;43.98929977416992;3.183000087738037;794;1.0;E;Europe/Paris;43.9892997742, 3.18300008774
8432;Gera-Leumnitz Airport;Gera;Deutschland;0;EDAJ;50.88166809082031;12.135832786560059;309;1.0;E;Europe/Berlin;50.8816680908, 12.1358327866
8620;Karlsruhe-Forchheim Airport;Karlsruhe;Deutschland;0;EDTK;48.9843;8.3355;116;1.0;E;Europe/Berlin;48.9843, 8.3355
8850;Williamson Sodus Airport;Williamson;United States;0;KSDC;43.23469925;-77.1210022;129;-5.0;A;America/New_York;43.23469925, -77.1210022
4179;Rukumkot Airport;Rukumkot;Nepal;RUK;VNRK;28.627000808699997;82.19499969479999;762;5.75;N;Asia/Katmandu;28.6270008087, 82.1949996948
3443;Grider Field;Pine Bluff;United States;PBF;KPBF;34.1730995178;-91.9356002808;63;-6.0;A;America/Chicago;34.1730995178, -91.9356002808
13499;Mostardas Airport;SANTO ANTONIO DO MATUPI;Brazil;0;SSMT;-7.90861111111;-61.5627777777778;168;-4.0;S;0;-7.90861111111, -61.5627777778
1020;Ndjili International Airport;Kinshasa;Congo (Kinshasa);FIH;FZAA;-4.38574981689;15.4446001053;313;1.0;N;Africa/Kinshasa;-4.38574981689, 15.4446001053
3125;Tribhuvan International Airport;Kathmandu;Nepal;KTM;VNKT;27.6965999603;85.35910034179999;1338;5.75;N;Asia/Katmandu;27.6965999603, 85.3591003418
8092;Damme Airport;Damme;Deutschland;0;EDWC;52.48749923706055;8.185556411743164;46;1.0;E;Europe/Berlin;52.4874992371, 8.18555641174
7732;Lakeland Linder Regional Airport;Lakeland;United States;LAL;KLAL;27.988899231;-82.0186004639;43;-5.0;A;America/New_York;27.988899231, -82.0186004639
3758;El Centro Naval Air Facility;El Centro;United States;NJK;KNJK;32.829201;-115.671997;-13;-8.0;A;America/Los_Angeles;32.829201, -115.671997
10131;Donaldson Center Airport;Greenville;United States;GDC;KGYH;34.7583007812;-82.3764038086;291;-4.0;A;0;34.7583007812, -82.3764038086
13683;Fazenda Sao Nicolau Airport;COTRIGUACU;Brazil;0;SWQT;-9.9044437789917;-58.582167938232;225;0.0;U;0;-9.90444377899, -58.5821679382
1001;Joshua Mqabuko Nkomo International Airport;Bulawayo;Zimbabwe;BUQ;FVBU;-20.01740074157715;28.617900848388672;1329;2.0;U;Africa/Harare;-20.0174007416, 28.6179008484
582;Maastricht Aachen Airport;Maastricht;Netherlands;MST;EHBK;50.9117012024;5.77014017105;114;1.0;E;Europe/Amsterdam;50.9117012024, 5.77014017105
2105;Abumusa Island Airport;Abumusa I.;Iran;AEU;OIBA;25.875699996948242;55.03300094604492;7;3.5;E;Asia/Tehran;25.8756999969, 55.033000946
11179;Maricá Airport;Marica;Brazil;0;SDMC;-22.91950035095215;-42.83089828491211;4;-3.0;S;0;-22.919500351, -42.8308982849
2050;Kabul International Airport;Kabul;Afghanistan;KBL;OAKB;34.56589889526367;69.2123031616211;1791;4.5;U;Asia/Kabul;34.5658988953, 69.2123031616
13268;Diass-Thies Blaise Diagne International Airport;Diass;Senegal;DSS;GOBD;14.67;-17.073333333;88;0.0;N;0;14.67, -17.073333333
11933;Cochrane Airport;Cochrane;Chile;LGR;SCHR;-47.24380111694336;-72.5884017944336;196;0.0;0;0;-47.2438011169, -72.5884017944
3485;Anniston Metropolitan Airport;Anniston;United States;ANB;KANB;33.58819962;-85.85810089;187;-6.0;A;America/Chicago;33.58819962, -85.85810089
8641;Marco Island Airport;Marco Island Airport;United States;MRK;KMKY;25.9950008392;-81.6725006104;2;-5.0;A;America/New_York;25.9950008392, -81.6725006104
893;Sir Seewoosagur Ramgoolam International Airport;Plaisance;Mauritius;MRU;FIMP;-20.430200576782227;57.68360137939453;57;4.0;N;Indian/Mauritius;-20.4302005768, 57.6836013794
1005;Harare International Airport;Harare;Zimbabwe;HRE;FVHA;-17.931800842285156;31.09280014038086;1489;2.0;U;Africa/Harare;-17.9318008423, 31.0928001404
1044;Senou Airport;Bamako;Mali;BKO;GABS;12.533499717712402;-7.949940204620361;380;0.0;N;Africa/Bamako;12.5334997177, -7.94994020462
1364;Mende-Brenoux Airport;Mende;France;MEN;LFNB;44.50210189819336;3.532819986343384;1025;1.0;E;Europe/Paris;44.5021018982, 3.53281998634
246;Ouagadougou Airport;Ouagadougou;Burkina Faso;OUA;DFFD;12.35319995880127;-1.5124200582504272;316;0.0;N;Africa/Ouagadougou;12.3531999588, -1.51242005825
8623;Château-Thierry - Belleau Airport;Chateau-Thierry;France;0;LFFH;49.06719970703125;3.3569400310516357;222;1.0;E;Europe/Paris;49.067199707, 3.35694003105
881;Sir Seretse Khama International Airport;Gaberone;Botswana;GBE;FBSK;-24.555200576782227;25.91819953918457;1005;2.0;U;Africa/Gaborone;-24.5552005768, 25.9181995392
691;Gothenburg City Airport;Gothenborg;Sweden;GSE;ESGP;57.77470016479492;11.870400428771973;18;1.0;E;Europe/Stockholm;57.7747001648, 11.8704004288
7834;Hoogeveen Airport;Hoogeveen;Netherlands;0;EHHO;52.730800628699996;6.51610994339;12;1.0;E;Europe/Amsterdam;52.7308006287, 6.51610994339
1309;Dole-Tavaux Airport;Dole;France;DLE;LFGJ;47.042686;5.435061;197;1.0;E;Europe/Paris;47.042686, 5.435061
8868;Spa (la Sauvenière) Airport;Spa;Belgium;0;EBSP;50.48249816894531;5.910299777984619;482;1.0;E;Europe/Brussels;50.4824981689, 5.91029977798
11791;Cewice Military Airport;Lębork;Poland;0;EPCE;54.416000366199995;17.763299942;151;0.0;0;0;54.4160003662, 17.763299942
12007;Fedotovo Naval Air Base;Kipelovo;Russia;0;XLWF;59.188301;39.123299;175;0.0;0;0;59.188301, 39.123299
11143;Conselheiro Lafaiete Airport;Conselheiro Lafaiete;Brazil;QDF;SNKF;-20.73859977722168;-43.797401428222656;1060;-3.0;S;0;-20.7385997772, -43.7974014282
1053;La Palma Airport;Santa Cruz De La Palma;Spain;SPC;GCLA;28.62649917602539;-17.755599975585938;33;0.0;E;Atlantic/Canary;28.626499176, -17.7555999756
4303;Enghien Moisselles Airport;Enghien-moisselles;France;0;LFFE;49.0463981628418;2.353060007095337;102;1.0;E;Europe/Paris;49.0463981628, 2.3530600071
5836;Guerrero Negro Airport;Guerrero Negro;Mexico;GUB;MMGR;28.026100158691406;-114.02400207519531;18;-8.0;S;America/Tijuana;28.0261001587, -114.024002075
3872;Casper-Natrona County International Airport;Casper;United States;CPR;KCPR;42.90800095;-106.4639969;1631;-7.0;A;America/Denver;42.90800095, -106.4639969
5913;North West Santo Airport;Olpoi;Vanuatu;0;NVSZ;-14.881699562099998;166.557998657;15;11.0;U;Pacific/Efate;-14.8816995621, 166.557998657
1102;Amílcar Cabral International Airport;Amilcar Cabral;Cape Verde;SID;GVAC;16.74139976501465;-22.949399948120117;54;-1.0;U;Atlantic/Cape_Verde;16.741399765, -22.9493999481
1363;Lézignan-Corbières Airport;Lezignan-corbieres;France;0;LFMZ;43.17580032348633;2.7341699600219727;63;1.0;E;Europe/Paris;43.1758003235, 2.73416996002
8577;North Sea;Forties Alpha;United Kingdom;0;FA08;57.7168;-1.0168;0;0.0;U;America/New_York;57.7168, -1.0168
2976;Ashgabat Airport;Ashkhabad;Turkmenistan;ASB;UTAA;37.98680114746094;58.361000061035156;211;5.0;U;Asia/Ashgabat;37.9868011475, 58.361000061
3887;Andi Jemma Airport;Masamba;Indonesia;MXB;WAWM;-2.558039903640747;120.3239974975586;50;8.0;N;Asia/Makassar;-2.55803990364, 120.323997498
4075;Faa'a International Airport;Papeete;French Polynesia;PPT;NTAA;-17.5536994934;-149.606994629;2;-10.0;U;Pacific/Tahiti;-17.5536994934, -149.606994629
8119;Bad Neuenahr-Ahrweiler Airport;Bad Neuenahr;Deutschland;0;EDRA;50.557777404785156;7.136388778686523;205;1.0;E;Europe/Berlin;50.5577774048, 7.13638877869
951;Quatro de Fevereiro Airport;Luanda;Angola;LAD;FNLU;-8.85836982727;13.231200218199998;74;1.0;N;Africa/Luanda;-8.85836982727, 13.2312002182
979;Maputo Airport;Maputo;Mozambique;MPM;FQMA;-25.920799255371094;32.572601318359375;44;2.0;U;Africa/Maputo;-25.9207992554, 32.5726013184
1767;La Aurora Airport;Guatemala City;Guatemala;GUA;MGGT;14.58329963684082;-90.52749633789062;1509;-6.0;U;America/Guatemala;14.5832996368, -90.5274963379
3957;S. Darius and S. Girėnas Airport;Kaunas;Lithuania;0;EYKS;54.8797988892;23.881500244099996;75;2.0;E;Europe/Vilnius;54.8797988892, 23.8815002441
6482;Concord Regional Airport;Concord;United States;USA;KJQF;35.387798;-80.709099;215;-5.0;A;America/New_York;35.387798, -80.709099
9533;Cowra Airport;Chatsworth;United States;CWT;YCWR;-33.84469985961914;148.6490020751953;294;10.0;A;Australia/Sydney;-33.8446998596, 148.649002075
11332;Sahiwal Airport;Sindh;Pakistan;SWN;OPSW;31.88944435119629;72.39167022705078;174;5.0;U;0;31.8894443512, 72.3916702271
918;Ivato Airport;Antananarivo;Madagascar;TNR;FMMI;-18.7968997955;47.4788017273;1279;3.0;U;Indian/Antananarivo;-18.7968997955, 47.4788017273
770;Hohn Airport;Hohn;Deutschland;0;ETNH;54.312198638916016;9.538169860839844;12;1.0;E;Europe/Berlin;54.3121986389, 9.53816986084
2387;Ishigaki Airport;Ishigaki;Japan;ISG;ROIG;24.344499588;124.18699646;28;9.0;U;Asia/Tokyo;24.344499588, 124.18699646
3244;Sentani Airport;Jayapura;Indonesia;DJJ;WAJJ;-2.5769500732421875;140.51600646972656;88;9.0;N;Asia/Jayapura;-2.57695007324, 140.51600647
3704;Mc Kellar Sipes Regional Airport;Jackson;United States;MKL;KMKL;35.59989929;-88.91560364;132;-6.0;A;America/Chicago;35.59989929, -88.91560364
13597;Primavera do Leste Airport;PRIMAVERA DO LESTE;Brazil;0;SWPY;-15.56277777778;-54.329722222;655;-4.0;S;0;-15.562777777800001, -54.329722222
13669;Machadinho Airport;MACHADINHO D'OESTE;Brazil;0;SIMC;-9.4036111111;-62.00805555556;137;-4.0;S;0;-9.4036111111, -62.0080555556
390;Koblenz-Winningen Airport;Koblenz;Deutschland;0;EDRK;50.325558;7.528611;195;1.0;E;Europe/Berlin;50.325558, 7.528611
177;North Bay Airport;North Bay;Canada;YYB;CYYB;46.36360168457031;-79.42279815673828;370;-5.0;A;America/Toronto;46.3636016846, -79.4227981567
377;Mindelheim-Mattsies Airport;Mindelheim;Deutschland;0;EDMN;48.1069450378418;10.524999618530273;566;1.0;E;Europe/Berlin;48.1069450378, 10.5249996185
6091;Chulman Airport;Neryungri;Russia;0;UELL;56.913898468018;124.91400146484;857;9.0;N;Asia/Yakutsk;56.913898468, 124.914001465
8752;Nusawiru Airport;Nusawiru;Indonesia;0;WI1A;-7.7203898429870605;108.48999786376953;5;7.0;N;Asia/Jakarta;-7.72038984299, 108.489997864
8508;Winter Haven Municipal Airport - Gilbert Field;Winter Haven;United States;GIF;KGIF;28.06290054;-81.75330353;44;-5.0;A;America/New_York;28.06290054, -81.75330353
9418;Auburn Opelika Robert G. Pitts Airport;Auburn;United States;AUO;KAUO;32.61510086;-85.43399811;237;-6.0;A;America/Chicago;32.61510086, -85.43399811
603;Shannon Airport;Shannon;Ireland;SNN;EINN;52.701999664307;-8.9248199462891;14;0.0;E;Europe/Dublin;52.7019996643, -8.92481994629
1063;Roberts International Airport;Monrovia;Liberia;ROB;GLRB;6.233789920806885;-10.362299919128418;9;0.0;N;Africa/Monrovia;6.23378992081, -10.3622999191
8178;Seppe Airport;Bosschenhoofd;Netherlands;0;EHSE;51.5546989441;4.55249977112;9;1.0;E;Europe/Amsterdam;51.5546989441, 4.55249977112
319;Dessau Airport;Dessau;Deutschland;0;EDAD;51.831693541;12.1909618378;57;1.0;E;Europe/Berlin;51.831693541, 12.1909618378
700;Arvika Airport;Arvika;Sweden;0;ESKV;59.675899505615234;12.639399528503418;72;1.0;E;Europe/Stockholm;59.6758995056, 12.6393995285
644;Oslo Gardermoen Airport;Oslo;Norway;OSL;ENGM;60.193901062012;11.100399971008;208;1.0;E;Europe/Oslo;60.193901062, 11.100399971
7426;Meru Mulika Airport;Meru National Park;Kenya;0;HKMK;0.229567;38.171412;680;3.0;U;Africa/Nairobi;0.229567, 38.171412
8746;Moma Airport;Honuu;Russia;MQJ;UEMA;66.450859;143.261551;200;11.0;N;Asia/Srednekolymsk;66.450859, 143.261551
8872;Suarlée Airport;Namur;Belgium;0;EBNM;50.487999;4.76892;181;1.0;E;Europe/Brussels;50.487999, 4.76892
8319;Foothills Regional Airport;Morganton;United States;0;KMRN;35.820202;-81.611397;387;-5.0;A;America/New_York;35.820202, -81.611397
13595;EletroPrimavera Airport;PRIMAVERA D'OESTE;Brazil;0;SIEL;-11.9016666667;-61.2288888889;228;-4.0;S;0;-11.9016666667, -61.2288888889
312;Limburg Regional Airport;Sint-truiden;Belgium;0;EBST;50.791900634799994;5.20167016983;75;1.0;E;Europe/Brussels;50.7919006348, 5.20167016983
1187;Entebbe International Airport;Entebbe;Uganda;EBB;HUEN;0.042385999113321304;32.44350051879883;1153;3.0;U;Africa/Kampala;0.0423859991133, 32.4435005188
11110;Pocono Mountains Municipal Airport;Mount Pocono;United States;0;KMPO;41.13750076;-75.37889862;584;-5.0;A;0;41.13750076, -75.37889862
528;RAF Woodvale;Woodvale;United Kingdom;0;EGOW;53.581600189199996;-3.05552005768;11;0.0;E;Europe/London;53.5816001892, -3.05552005768
67;Dryden Regional Airport;Dryden;Canada;YHD;CYHD;49.83169937133789;-92.74420166015625;413;-6.0;A;America/Winnipeg;49.8316993713, -92.7442016602
334;Anklam Airport;Anklam;Deutschland;0;EDCA;53.83277893066406;13.668610572814941;5;1.0;E;Europe/Berlin;53.8327789307, 13.6686105728
4085;Yinchuan Airport;Yinchuan;China;INC;ZLIC;38.481899;106.009003;0;8.0;U;Asia/Shanghai;38.481899, 106.009003
4173;Jomsom Airport;Jomsom;Nepal;JMO;VNJS;28.780426;83.723;2743;5.75;N;Asia/Katmandu;28.780426, 83.723
8515;Aiken Municipal Airport;Aiken;United States;AIK;KAIK;33.6493988037;-81.68499755859999;161;-5.0;A;America/New_York;33.6493988037, -81.6849975586
1059;Lungi International Airport;Freetown;Sierra Leone;FNA;GFLL;8.616439819335938;-13.195500373840332;26;0.0;N;Africa/Freetown;8.61643981934, -13.1955003738
1278;Toul Rosières Air Base;Brive;France;BVE;LFSL;48.780001;5.980003;285;1.0;E;Europe/Paris;48.780001, 5.980003
3011;Kandla Airport;Kandla;India;IXY;VAKE;23.112699508699997;70.1003036499;29;5.5;N;Asia/Calcutta;23.1126995087, 70.1003036499
8954;São Carlos Airport;Sao Carlos;Brazil;QSC;SDSC;-21.87540054321289;-47.90370178222656;807;-3.0;S;America/Sao_Paulo;-21.8754005432, -47.9037017822
3795;Muir Army Air Field (Fort Indiantown Gap) Airport;Muir;United States;0;KMUI;40.43479919;-76.56939697;149;-5.0;A;America/New_York;40.43479919, -76.56939697
8182;Flagler County Airport;Flagler;United States;0;KXFL;29.4673996;-81.20629883;10;-5.0;A;America/New_York;29.4673996, -81.20629883
7728;Hilversum Airport;Hilversum;Netherlands;0;EHHV;52.1918983459;5.14694023132;1;1.0;E;Europe/Amsterdam;52.1918983459, 5.14694023132
7146;Metlakatla Seaplane Base;Metakatla;United States;0;PAMM;55.13100051879883;-131.5780029296875;0;-9.0;A;America/Anchorage;55.1310005188, -131.57800293
392;Speyer Airport;Speyer;Deutschland;0;EDRY;49.304722;8.451389;95;1.0;E;Europe/Berlin;49.304722, 8.451389
7892;Strasbourg Neuhof Airport;Strasbourg Neudorf;France;0;LFGC;48.55440139770508;7.778059959411621;139;1.0;E;Europe/Paris;48.5544013977, 7.77805995941
7855;Roitzschjora Airport;Roitzschjora;Deutschland;0;EDAW;51.57777786254883;12.494443893432617;88;1.0;U;Europe/Berlin;51.5777778625, 12.4944438934
7837;Ameland Airport;Ameland;Netherlands;0;EHAL;53.451698303200004;5.67721986771;3;1.0;E;Europe/Amsterdam;53.4516983032, 5.67721986771
8103;Brilon/Hochsauerlandkreis Airport;Brilon;Deutschland;0;EDKO;51.40250015258789;8.641667366027832;460;1.0;E;Europe/Berlin;51.4025001526, 8.64166736603
7730;Texel Airport;Texel;Netherlands;0;EHTX;53.1152992249;4.83361005783;1;1.0;E;Europe/Amsterdam;53.1152992249, 4.83361005783
11243;Montauk Airport;Montauk;United States;0;KMTP;41.076499938964844;-71.9207992553711;2;-4.0;A;0;41.076499939, -71.9207992554
13497;Fazenda Mequens Airport;ALTA FLORESTA D'OESTE;Brazil;0;SJTF;-13.0625;-62.2594444444;168;-4.0;S;0;-13.0625, -62.2594444444
13550;Jask Airport;Jask;Iran;0;OIZJ;25.653600692749023;57.79930114746094;6;3.5;E;0;25.6536006927, 57.7993011475
999;N'Djamena International Airport;N'djamena;Chad;NDJ;FTTJ;12.133700370788574;15.034000396728516;295;1.0;N;Africa/Ndjamena;12.1337003708, 15.0340003967
759;Mendig Airport;Mendig;Deutschland;0;ETHM;50.3660011292;7.31533002853;182;1.0;E;Europe/Berlin;50.3660011292, 7.31533002853
6450;Tannheim Airport;Tannheim;Deutschland;0;EDMT;48.0099983215;10.098610878;580;1.0;E;Europe/Berlin;48.0099983215, 10.098610878
375;Biberach a.d. Riß Airport;Biberach;Deutschland;0;EDMB;48.11111068725586;9.762778282165527;580;1.0;E;Europe/Berlin;48.1111106873, 9.76277828217
1833;Puerto Peñasco International Airport;Punta Penasco;Mexico;PPE;MMPE;31.356202;-113.525677;9;-7.0;S;America/Hermosillo;31.356202, -113.525677
1701;Atatürk International Airport;Istanbul;Turkey;IST;LTBA;40.976898;28.8146;50;3.0;E;Europe/Istanbul;40.976898, 28.8146
3380;Chinggis Khaan International Airport;Ulan Bator;Mongolia;ULN;ZMUB;47.843101501464844;106.76699829101562;1330;8.0;U;Asia/Ulaanbaatar;47.8431015015, 106.766998291
6757;Burgos Airport;Burgos;Spain;RGS;LEBG;42.357601165771484;-3.620759963989258;898;1.0;E;Europe/Madrid;42.3576011658, -3.62075996399
13500;CONSELVAN Airport;CONSELVAN;Brazil;0;SCSN;-9.9369444444444;-59.9091666666667;75;-4.0;S;0;-9.93694444444, -59.9091666667
13720;Vilar Da Luz Airport;Maia;Portugal;0;LPVL;41.27729;-8.516207;0;0.0;0;0;41.27729, -8.516207
581;Budel Airport;Weert;Netherlands;0;EHBD;51.2552986145;5.60138988495;35;1.0;E;Europe/Amsterdam;51.2552986145, 5.60138988495
1623;Covilhã Airport;Covilha;Portugal;0;LPCV;40.264801;-7.47996;479;0.0;E;Europe/Lisbon;40.264801, -7.47996
2461;Domingo Faustino Sarmiento Airport;San Julian;Argentina;UAQ;SANU;-31.571501;-68.418198;597;-3.0;N;America/Argentina/San_Juan;-31.571501, -68.418198
2120;Kashan Airport;Kashan;Iran;0;OIFK;33.895301818847656;51.57699966430664;1056;3.5;E;Asia/Tehran;33.8953018188, 51.5769996643
8435;Kasimovo Airfield;Saint-Petersburg;Russia;0;XLLN;60.198299407958984;30.334999084472656;70;3.0;N;Europe/Moscow;60.198299408, 30.3349990845
1634;Pico Airport;Pico;Portugal;PIX;LPPI;38.554298400878906;-28.441299438476562;33;-1.0;E;Atlantic/Azores;38.5542984009, -28.4412994385
3603;Terre Haute International Hulman Field;Terre Haute;United States;HUF;KHUF;39.451499938964844;-87.30760192871094;180;-5.0;A;America/New_York;39.451499939, -87.3076019287
3552;Andrews Air Force Base;Camp Springs;United States;ADW;KADW;38.810799;-76.866997;85;-5.0;A;America/New_York;38.810799, -76.866997
3641;Theodore Francis Green State Airport;Providence;United States;PVD;KPVD;41.732601165771484;-71.42040252685547;17;-5.0;A;America/New_York;41.7326011658, -71.4204025269
9891;Muara Bungo Airport;Muara Bungo;Indonesia;0;WIPI;-1.1278;102.135;65;7.0;N;0;-1.1278, 102.135
11355;Aropa Airport;Kieta;Papua New Guinea;KIE;AYKT;-6.305417;155.728139;6;10.0;U;0;-6.305417, 155.728139
2771;Viru Viru International Airport;Santa Cruz;Bolivia;VVI;SLVR;-17.644800186157227;-63.135398864746094;373;-4.0;U;America/La_Paz;-17.6448001862, -63.1353988647
5;Port Moresby Jacksons International Airport;Port Moresby;Papua New Guinea;POM;AYPY;-9.443380355834961;147.22000122070312;44;10.0;U;Pacific/Port_Moresby;-9.443380355834961, 147.22000122070312
6;Wewak International Airport;Wewak;Papua New Guinea;WWK;AYWK;-3.58383011818;143.669006348;6;10.0;U;Pacific/Port_Moresby;-3.58383011818, 143.669006348
7;Narsarsuaq Airport;Narssarssuaq;Greenland;UAK;BGBW;61.1604995728;-45.4259986877;34;-3.0;E;America/Godthab;61.1604995728, -45.4259986877
9;Kangerlussuaq Airport;Sondrestrom;Greenland;SFJ;BGSF;67.0122218992;-50.7116031647;50;-3.0;E;America/Godthab;67.0122218992, -50.7116031647
11;Akureyri Airport;Akureyri;Iceland;AEY;BIAR;65.66000366210938;-18.07270050048828;2;0.0;N;Atlantic/Reykjavik;65.66000366210938, -18.07270050048828
14;Húsavík Airport;Husavik;Iceland;HZK;BIHU;65.952301;-17.426001;15;0.0;N;Atlantic/Reykjavik;65.952301, -17.426001
15;Ísafjörður Airport;Isafjordur;Iceland;IFJ;BIIS;66.05809783935547;-23.135299682617188;2;0.0;N;Atlantic/Reykjavik;66.05809783935547, -23.135299682617188
24;St. Anthony Airport;St. Anthony;Canada;YAY;CYAY;51.3918991089;-56.083099365200006;33;-3.5;A;America/St_Johns;51.3918991089, -56.083099365200006
26;Kugaaruk Airport;Pelly Bay;Canada;YBB;CYBB;68.534401;-89.808098;17;-7.0;A;America/Edmonton;68.534401, -89.808098
30;Campbell River Airport;Campbell River;Canada;YBL;CYBL;49.950801849365234;-125.27100372314453;105;-8.0;A;America/Vancouver;49.950801849365234, -125.27100372314453
31;Brandon Municipal Airport;Brandon;Canada;YBR;CYBR;49.91;-99.951897;409;-6.0;A;America/Winnipeg;49.91, -99.951897
33;Nanaimo Airport;Nanaimo;Canada;YCD;CYCD;49.054970224899996;-123.869862556;28;-8.0;A;America/Vancouver;49.054970224899996, -123.869862556
34;Castlegar/West Kootenay Regional Airport;Castlegar;Canada;YCG;CYCG;49.2963981628;-117.632003784;495;-8.0;A;America/Vancouver;49.2963981628, -117.632003784
37;Kugluktuk Airport;Coppermine;Canada;YCO;CYCO;67.816704;-115.143997;23;-7.0;A;America/Edmonton;67.816704, -115.143997
38;Coronation Airport;Coronation;Canada;YCT;CYCT;52.0750007629;-111.444999695;791;-7.0;A;America/Edmonton;52.0750007629, -111.444999695
44;Princeton Airport;Princeton;Canada;0;CYDC;49.4681015015;-120.511001587;700;-8.0;A;America/Vancouver;49.4681015015, -120.511001587
47;Dauphin Barker Airport;Dauphin;Canada;YDN;CYDN;51.100799560546875;-100.052001953125;304;-6.0;A;America/Winnipeg;51.100799560546875, -100.052001953125
49;Edmonton International Airport;Edmonton;Canada;YEG;CYEG;53.309700012200004;-113.580001831;723;-7.0;A;America/Edmonton;53.309700012200004, -113.580001831
50;Arviat Airport;Eskimo Point;Canada;YEK;CYEK;61.0942001343;-94.07080078119999;10;-6.0;A;America/Winnipeg;61.0942001343, -94.07080078119999
51;Estevan Airport;Estevan;Canada;YEN;CYEN;49.2103004456;-102.966003418;581;-6.0;N;America/Regina;49.2103004456, -102.966003418
52;Edson Airport;Edson;Canada;YET;CYET;53.578899383499994;-116.464996338;927;-7.0;A;America/Edmonton;53.578899383499994, -116.464996338
53;Eureka Airport;Eureka;Canada;YEU;CYEU;79.9946975708;-85.814201355;78;-6.0;A;America/Winnipeg;79.9946975708, -85.814201355
57;Forestville Airport;Forestville;Canada;YFE;CYFE;48.74610137939453;-69.09719848632812;89;-5.0;A;America/Toronto;48.74610137939453, -69.09719848632812
61;Kingston Norman Rogers Airport;Kingston;Canada;YGK;CYGK;44.22529983520508;-76.5969009399414;93;-5.0;A;America/Toronto;44.22529983520508, -76.5969009399414
62;La Grande Rivière Airport;La Grande Riviere;Canada;YGL;CYGL;53.625301361083984;-77.7042007446289;195;-5.0;A;America/Toronto;53.625301361083984, -77.7042007446289
63;Gaspé (Michel-Pouliot) Airport;Gaspe;Canada;YGP;CYGP;48.7752990723;-64.4785995483;34;-5.0;A;America/Toronto;48.7752990723, -64.4785995483
