Lfd. Nummer,Name des Flughafens,Ort,Land,IATA,ICAO,Latitude,Longitude,Altitude,Zeitzone,DST,Zeitzonen-Datenbank,geo_punkt,
7115,Beaver Airport,Beaver,United States,WBQ,PAWB,66.36219788,-147.4069977,109,-9,A,America/Anchorage,66.36219788,-147.4069977
7120,Inyokern Airport,Inyokern,United States,IYK,KIYK,35.65879822,-117.8300018,749,-8,A,America/Los_Angeles,35.65879822,-117.8300018
7122,Merced Regional Macready Field,Merced,United States,MCE,KMCE,37.28469849,-120.5139999,47,-8,A,America/Los_Angeles,37.28469849,-120.5139999
7128,Toowoomba Airport,Toowoomba,Australia,TWB,YTWB,-27.542801,151.916,636,10,N,Australia/Brisbane,-27.542801,151.916
7129,Ballera Airport,Ballera,Australia,BBL,YLLE,-27.405633,141.809458,117,10,N,Australia/Brisbane,-27.405633,141.809458
7134,Nabern/Teck Airport,Kirchheim-Teck,Deutschland,0,EDTN,48.61277771,9.477222443,370,1,E,Europe/Berlin,48.61277771,9.477222443
7135,Angoon Seaplane Base,Angoon,United States,AGN,PAGN,57.503601,-134.585007,0,-9,A,America/Anchorage,57.503601,-134.585007
7140,Funter Bay Seaplane Base,Funter Bay,United States,FNR,PANR,58.25439835,-134.897995,0,-9,A,America/Anchorage,58.25439835,-134.897995
7146,Metlakatla Seaplane Base,Metakatla,United States,MTM,PAMM,55.131001,-131.578003,0,-9,A,America/Anchorage,55.131001,-131.578003
7159,South Naknek Nr 2 Airport,South Naknek,United States,WSN,PFWS,58.70339966,-157.0079956,49,-9,A,America/Anchorage,58.70339966,-157.0079956
7178,Buckland Airport,Buckland,United States,BKC,PABL,65.9815979,-161.1490021,9,-9,A,America/Anchorage,65.9815979,-161.1490021
7188,White Mountain Airport,White Mountain,United States,WMO,PAWM,64.68920136,-163.4129944,81,-9,A,America/Anchorage,64.68920136,-163.4129944
7195,Atka Airport,Atka,United States,AKB,PAAK,52.22029877,-174.2059937,17,-10,A,America/Adak,52.22029877,-174.2059937
7199,Alakanuk Airport,Alakanuk,United States,AUK,PAUK,62.68004227,-164.6599274,3,-9,A,America/Anchorage,62.68004227,-164.6599274
7203,Nelson Lagoon Airport,Nelson Lagoon,United States,NLG,PAOU,56.00749969,-161.1600037,4,-9,A,America/Anchorage,56.00749969,-161.1600037
7204,Port Moller Airport,Cold Bay,United States,PML,PAAL,56.00600052,-160.5610046,6,-9,A,America/Anchorage,56.00600052,-160.5610046
7205,Klawock Airport,Klawock,United States,KLW,PAKW,55.57920074,-133.076004,24,-9,A,America/Anchorage,55.57920074,-133.076004
7206,Quinhagak Airport,Quinhagak,United States,KWN,PAQH,59.7551,-161.845,13,-9,A,America/Anchorage,59.7551,-161.845
7208,Koyukuk Airport,Koyukuk,United States,KYU,PFKU,64.87609863,-157.727005,45,-9,A,America/Anchorage,64.87609863,-157.727005
7210,Nondalton Airport,Nondalton,United States,NNL,PANO,59.98020172,-154.8390045,96,-9,A,America/Anchorage,59.98020172,-154.8390045
7213,Kongiganak Airport,Kongiganak,United States,KKH,PADY,59.96080017,-162.8809967,9,-9,A,America/Anchorage,59.96080017,-162.8809967
7214,Nikolai Airport,Nikolai,United States,NIB,PAFS,63.0186,-154.358002,134,-9,A,America/Anchorage,63.0186,-154.358002
7217,Akiak Airport,Akiak,United States,AKI,PFAK,60.9029007,-161.2310028,9,-9,A,America/Anchorage,60.9029007,-161.2310028
7226,Tte. Julio Gallardo Airport,Puerto Natales,Chile,PNT,SCNT,-51.67150116,-72.52839661,66,-4,S,America/Santiago,-51.67150116,-72.52839661
7233,Chenega Bay Airport,Chenega,United States,NCN,PFCB,60.07730103,-147.9920044,22,-9,A,America/Anchorage,60.07730103,-147.9920044
7235,Tok Junction Airport,Tok,United States,TKJ,PFTO,63.32949829,-142.9539948,500,-9,A,America/Anchorage,63.32949829,-142.9539948
7244,Klawock Seaplane Base,Klawock,United States,0,PAQC,55.55469894,-133.102005,0,-9,A,America/Anchorage,55.55469894,-133.102005
7245,Minchumina Airport,Lake Minchumina,United States,LMA,PAMH,63.886002,-152.302002,207,-9,A,America/Anchorage,63.886002,-152.302002
7253,Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,Canada,YWB,CYKG,61.58860016,-71.92939758,153,-5,A,America/Toronto,61.58860016,-71.92939758
7259,Tadoule Lake Airport,Tadoule Lake,Canada,XTL,CYBQ,58.7061,-98.512199,281,-6,A,America/Winnipeg,58.7061,-98.512199
7260,Lac Brochet Airport,Lac Brochet,Canada,XLB,CZWH,58.61750031,-101.4690018,369,-6,A,America/Winnipeg,58.61750031,-101.4690018
7265,Red Sucker Lake Airport,Red Sucker Lake,Canada,YRS,CYRS,54.16719818,-93.55719757,222,-6,A,America/Winnipeg,54.16719818,-93.55719757
7267,Bonnyville Airport,Bonnyville,Canada,YBY,CYBF,54.304199,-110.744003,560,-7,A,America/Edmonton,54.304199,-110.744003
7268,Nanaimo Harbour Water Airport,Nanaimo,Canada,ZNA,CAC8,49.18330002,-123.9499969,0,-8,A,America/Vancouver,49.18330002,-123.9499969
7269,Ganges Seaplane Base,Ganges,Canada,YGG,CAX6,48.8545,-123.4969,0,-8,A,America/Vancouver,48.8545,-123.4969
7272,Fort St James Airport,Fort St. James,Canada,0,CYJM,54.39720154,-124.2630005,721,-8,A,America/Vancouver,54.39720154,-124.2630005
7274,Langley Airport,Langley Township,Canada,YLY,CYNJ,49.10079956,-122.6309967,10,-8,A,America/Vancouver,49.10079956,-122.6309967
7277,Wekweètì Airport,Wekweeti,Canada,YFJ,CFJ2,64.190804,-114.077002,368,-7,A,America/Edmonton,64.190804,-114.077002
7278,Camaguey-Campo Cuatro Milpas Airport,Guasave,Mexico,0,MM52,25.6522007,-108.538002,28,-7,A,America/Mazatlan,25.6522007,-108.538002
7294,Siuna,Siuna,Nicaragua,SIU,MNSI,13.72722244,-84.77777863,185,-6,U,America/Managua,13.72722244,-84.77777863
7295,Waspam Airport,Waspam,Nicaragua,WSP,MNWP,14.73919964,-83.9693985,30,-6,U,America/Managua,14.73919964,-83.9693985
7296,San Carlos,San Carlos,Nicaragua,NCR,MNSC,11.13339996,-84.76999664,28,-6,U,America/Managua,11.13339996,-84.76999664
7301,Constanza - Expedición 14 de Junio National Airport,Constanza,Dominican Republic,COZ,MDCZ,18.90749931,-70.72190094,1204,-4,U,America/Santo_Domingo,18.90749931,-70.72190094
7302,Negril Airport,Negril,Jamaica,NEG,MKNG,18.34280014,-78.33209991,3,-5,U,America/Jamaica,18.34280014,-78.33209991
7309,Charlotte Amalie Harbor Seaplane Base,Charlotte Amalie,Virgin Islands,SPB,VI22,18.33860016,-64.94069672,0,-4,A,America/St_Thomas,18.33860016,-64.94069672
7312,Jose De San Martin Airport,Jose de San Martin,Argentina,JSM,SAWS,-44.04859924,-70.45890045,734,-3,N,America/Catamarca,-44.04859924,-70.45890045
7317,Rurenabaque Airport,Rerrenabaque,Bolivia,RBQ,SLRQ,-14.42790031,-67.49680328,206,-4,U,America/La_Paz,-14.42790031,-67.49680328
7323,Afobakka Airstrip,Afobaka,Suriname,0,SMAF,4.998505,-54.992033,24,-3,U,America/Paramaribo,4.998505,-54.992033
7324,Alalapadu Airstrip,Alapadu,Suriname,0,SMDU,2.5235,-56.3247,268,-3,U,America/Paramaribo,2.5235,-56.3247
7326,Lawa Anapaike Airstrip,Anapaike,Suriname,0,SMLA,3.411301,-54.028049,114,-3,U,America/Paramaribo,3.411301,-54.028049
7327,Apetina Airstrip,Apetina,Suriname,0,SMPT,3.50278,-55.058791,0,-3,U,America/Paramaribo,3.50278,-55.058791
7330,Drietabbetje Airport,Drietabbetje,Suriname,DRJ,SMDA,4.111359,-54.672766,72,-3,U,America/Paramaribo,4.111359,-54.672766
7332,Kayser Airport,Kayser,Suriname,0,SMKE,3.094343,-56.472702,259,-3,U,America/Paramaribo,3.094343,-56.472702
7333,Kwamalasoemoetoe Airport,Kwamelasemoetoe,Suriname,0,SMSM,2.354427,-56.792431,276,-3,U,America/Paramaribo,2.354427,-56.792431
7334,Moengo Airstrip,Moengo,Suriname,MOJ,SMMO,5.6076,-54.4003,15,-3,U,America/Paramaribo,5.6076,-54.4003
7337,Sarakreek Airstrip,Sarakreek,Suriname,0,SMSK,4.319444,-54.966667,68,-3,U,America/Paramaribo,4.319444,-54.966667
7339,Stoelmanseiland Airport,Stoelmans Eiland,Suriname,SMZ,SMST,4.349999905,-54.41666794,57,-3,U,America/Paramaribo,4.349999905,-54.41666794
7343,Codela Airport,Guapiles,Costa Rica,0,MRCA,10.41399956,-85.09169769,100,-6,U,America/Costa_Rica,10.41399956,-85.09169769
7346,Orinduik Airport,Orinduik,Guyana,ORJ,SYOR,4.725269794,-60.03499985,548,-4,U,America/Guyana,4.725269794,-60.03499985
7348,Apoteri Airport,Apoteri,Guyana,0,SYAP,4.013879776,-58.60499954,92,-4,U,America/Guyana,4.013879776,-58.60499954
7351,Mabaruma Airport,Mabaruma,Guyana,USI,SYMB,8.199999809,-59.78329849,14,-4,U,America/Guyana,8.199999809,-59.78329849
7357,Batagay Airport,Batagay,Russia,BQJ,UEBB,67.64800262,134.6950073,212,10,N,Asia/Vladivostok,67.64800262,134.6950073
7359,Villa Garzón Airport,Villa Garzon,Colombia,VGZ,SKVG,0.978767,-76.6056,380,-5,U,America/Bogota,0.978767,-76.6056
7360,El Bagre Airport,El Bagre,Colombia,EBG,SKEB,7.59647,-74.8089,55,-5,U,America/Bogota,7.59647,-74.8089
7361,Juan H White Airport,Caucasia,Colombia,CAQ,SKCU,7.96847,-75.1985,53,-5,U,America/Bogota,7.96847,-75.1985
7362,Mandinga Airport,Condoto,Colombia,COG,SKCD,5.08333,-76.7,65,-5,U,America/Bogota,5.08333,-76.7
7367,Presidente João Batista Figueiredo Airport,Sinop,Brazil,OPS,SWSI,-11.88500023,-55.58610916,374,-4,S,America/Campo_Grande,-11.88500023,-55.58610916
7371,Soure Airport,Soure,Brazil,SFK,SNSW,-0.699431002,-48.52099991,13,-3,S,America/Belem,-0.699431002,-48.52099991
7373,Barreiras Airport,Barreiras,Brazil,BRA,SNBR,-12.07890034,-45.00899887,746,-3,S,America/Fortaleza,-12.07890034,-45.00899887
7374,Santa Terezinha Airport,Santa Terezinha,Brazil,STZ,SWST,-10.46472168,-50.51861191,202,-4,S,America/Campo_Grande,-10.46472168,-50.51861191
7376,Araguaína Airport,Araguaina,Brazil,AUX,SWGN,-7.22787,-48.240501,235,-3,S,America/Fortaleza,-7.22787,-48.240501
7379,Tenente Lund Pressoto Airport,Franca,Brazil,FRC,SIMK,-20.592199,-47.3829,1003,-3,S,America/Sao_Paulo,-20.592199,-47.3829
7382,Maestro Marinho Franco Airport,Rondonopolis,Brazil,ROO,SWRD,-16.586,-54.7248,447,-4,S,America/Campo_Grande,-16.586,-54.7248
7395,Romeu Zema Airport,Araxa,Brazil,AAX,SBAX,-19.5632,-46.96039963,998,-3,S,America/Sao_Paulo,-19.5632,-46.96039963
7397,Borba Airport,Borba,Brazil,RBB,SWBR,-4.406340122,-59.60240173,89,-4,S,America/Boa_Vista,-4.406340122,-59.60240173
7398,Coari Airport,Coari,Brazil,CIZ,SWKO,-4.134059906,-63.13259888,40,-4,S,America/Boa_Vista,-4.134059906,-63.13259888
7408,Tsletsi Airport,Djelfa,Algeria,QDJ,DAFI,34.6657,3.351,1144,1,U,Africa/Algiers,34.6657,3.351
7411,Lucapa Airport,Lucapa,Angola,LBZ,FNLK,-8.445727348,20.73208618,923,1,U,Africa/Luanda,-8.445727348,20.73208618
7413,Am Timan Airport,Am Timan,Chad,AMC,FTTN,11.0340004,20.27400017,433,1,U,Africa/Ndjamena,11.0340004,20.27400017
7419,Debra Marcos Airport,Debre Marqos,Ethiopia,DBM,HADM,10.35000038,37.71699905,2480,3,U,Africa/Addis_Ababa,10.35000038,37.71699905
7420,Debre Tabor Airport,Debre Tabor,Ethiopia,DBT,HADT,11.96700001,38,2588,3,U,Africa/Addis_Ababa,11.96700001,38
7421,Harar Meda Airport,Debre Zeyit,Ethiopia,QHR,HAHM,8.7163,39.0059,1890,3,U,Africa/Addis_Ababa,8.7163,39.0059
7426,Mulika Lodge Airport,Meru National Park,Kenya,JJM,HKMK,0.165083006,38.19514084,610,3,U,Africa/Nairobi,0.165083006,38.19514084
7429,Cape Palmas Airport,Greenville,Liberia,CPA,GLCP,4.379020214,-7.696949959,6,0,U,Africa/Monrovia,4.379020214,-7.696949959
7432,Ecuvillens Airport,Ecuvillens,Switzerland,0,LSGE,46.75500107,7.076109886,699,1,E,Europe/Zurich,46.75500107,7.076109886
7443,Bird Island Airport,Bird Island,Seychelles,BDI,FSSB,-3.72472,55.205299,2,4,U,0,-3.72472,55.205299
7448,Kidepo Airport,Kidepo,Uganda,0,HUKD,3.7176,33.7487,1229,3,U,Africa/Kampala,3.7176,33.7487
7450,Bugungu Airport,Pakuba,Uganda,0,HUPA,2.2,31.55,753,3,U,Africa/Kampala,2.2,31.55
7452,Ny-Ålesund Airport (Hamnerabben),Ny-Alesund,Svalbard,0,ENAS,78.92749786,11.8743,15,1,U,Arctic/Longyearbyen,78.92749786,11.8743
7455,Ruhnu Airfield,Ruhnu,Estonia,0,EERU,57.78390121,23.26609993,3,2,U,Europe/Tallinn,57.78390121,23.26609993
7456,Raivavae Airport,Raivavae,French Polynesia,RVV,NTAV,-23.8852005,-147.6620026,2,-10,N,Pacific/Tahiti,-23.8852005,-147.6620026
7457,Foshan Shadi Airport,Foshan,China,FUO,ZGFS,23.08329964,113.0699997,2,8,N,Asia/Shanghai,23.08329964,113.0699997
7465,Gjögur Airport,Gjogur,Iceland,GJR,BIGJ,65.99530029,-21.32690048,25,0,N,Atlantic/Reykjavik,65.99530029,-21.32690048
7466,Sauðárkrókur Airport,Saudarkrokur,Iceland,SAK,BIKR,65.73169708,-19.57279968,2,0,N,Atlantic/Reykjavik,65.73169708,-19.57279968
7467,Selfoss Airport,Selfoss,Iceland,0,BISF,63.92919922,-21.03779984,14,0,N,Atlantic/Reykjavik,63.92919922,-21.03779984
7472,Qurghonteppa International Airport,Kurgan Tyube,Tajikistan,KQT,UTDT,37.86640167,68.86470032,449,5,U,Asia/Dushanbe,37.86640167,68.86470032
7474,Severo-Evensk Airport,Evensk,Russia,0,UHMW,61.92166519,159.2299957,0,11,N,Asia/Srednekolymsk,61.92166519,159.2299957
7475,Olenyok Airport,Olenyok,Russia,ONK,UERO,68.514999,112.480003,258,9,N,Asia/Yakutsk,68.514999,112.480003
7476,Saskylakh Airport,Saskylakh,Russia,SYS,UERS,71.92790222,114.0800018,0,9,N,Asia/Yakutsk,71.92790222,114.0800018
7483,Vanavara Airport,Vanavara,Russia,0,UNIW,60.35969925,102.3239975,272,7,N,Asia/Krasnoyarsk,60.35969925,102.3239975
7485,Uktus Airport,Yekaterinburg,Russia,0,USSK,56.7016983,60.79000092,196,5,N,Asia/Yekaterinburg,56.7016983,60.79000092
7489,Ciudad Real Central Airport,Ciudad Real,Spain,CQM,LERL,38.85638889,-3.97,0,1,U,Europe/Madrid,38.85638889,-3.97
7498,Tresco Heliport,Tresco,United Kingdom,0,EGHT,49.9455986,-6.331389904,6,0,U,Europe/London,49.9455986,-6.331389904
7516,Kherson International Airport,Kherson,Ukraine,KHE,UKOH,46.6758,32.506401,45,2,E,Europe/Kiev,46.6758,32.506401
7523,First Flight Airport,Kill Devil Hills,United States,FFA,KFFA,36.01819992,-75.6713028,4,-5,A,America/New_York,36.01819992,-75.6713028
7532,Carajás Airport,Parauapebas,Brazil,CKS,SBCJ,-6.115277767,-50.00138855,629,-3,S,America/Belem,-6.115277767,-50.00138855
7538,Würzburg-Schenkenturm Airport,Wuerzburg,Deutschland,0,EDFW,49.81778,9.8975,302,1,E,Europe/Berlin,49.81778,9.8975
7542,São Jacinto Airport,Aveiro,Portugal,0,LPAV,40.656741,-8.741544,8,0,E,Europe/Lisbon,40.656741,-8.741544
7544,Hopsten Air Base,Hopsten,Deutschland,0,ETNP,52.33869934,7.541329861,129,1,E,Europe/Berlin,52.33869934,7.541329861
7547,Yasouj Airport,Yasuj,Iran,YES,OISY,30.70050049,51.54510117,1810,3.5,U,Asia/Tehran,30.70050049,51.54510117
7552,Aguni Airport,Aguni,Japan,AGJ,RORA,26.59250069,127.2409973,12,9,U,Asia/Tokyo,26.59250069,127.2409973
7558,Ulaangom Airport,Ulaangom,Mongolia,ULO,ZMUG,50.066588,91.938273,0,7,U,Asia/Hovd,50.066588,91.938273
7560,Lubang Airport,Lubang,Philippines,LBX,RPLU,13.85540009,120.1050034,13,8,N,Asia/Manila,13.85540009,120.1050034
7563,Kulob Airport,Kulyab,Tajikistan,TJU,UTDK,37.98809814,69.80500031,699,5,U,Asia/Dushanbe,37.98809814,69.80500031
7564,Chi Mei Airport,Cimei,Taiwan,CMJ,RCCM,23.21310043,119.4179993,19,8,U,Asia/Taipei,23.21310043,119.4179993
7572,Dunk Island Airport,Dunk Island,Australia,DKI,YDKI,-17.94169998,146.1399994,2,10,U,Australia/Brisbane,-17.94169998,146.1399994
7574,Hamilton Airport,Hamilton,Australia,HLT,YHML,-37.64889908,142.0650024,245,10,O,Australia/Hobart,-37.64889908,142.0650024
7577,Ravensthorpe Airport,Ravensthorpe,Australia,RVT,YNRV,-33.79719925,120.2080002,60,8,U,Australia/Perth,-33.79719925,120.2080002
7580,Steamboat Springs Bob Adams Field,Steamboat Springs,United States,SBS,KSBS,40.5163002,-106.8659973,2098,-7,A,America/Denver,40.5163002,-106.8659973
7581,Delta Municipal Airport,Delta,United States,DTA,KDTA,39.38059998,-112.5080032,1450,-7,A,America/Denver,39.38059998,-112.5080032
7583,Carbon County Regional/Buck Davis Field,Price,United States,PUC,KPUC,39.61389923,-110.7509995,1816,-7,A,America/Denver,39.61389923,-110.7509995
7584,Los Alamos Airport,Los Alamos,United States,LAM,KLAM,35.87979889,-106.2689972,2186,-7,A,America/Denver,35.87979889,-106.2689972
7586,Lake Havasu City Airport,Lake Havasu City,United States,HII,KHII,34.571098,-114.358002,239,-7,N,America/Phoenix,34.571098,-114.358002
7588,Douglas Municipal Airport,Douglas,United States,DGL,KDGL,31.34259987,-109.5059967,1272,-7,N,America/Phoenix,31.34259987,-109.5059967
7593,Arorae Island Airport,Arorae,Kiribati,AIS,NGTR,-2.616110086,176.8029938,0,12,U,Pacific/Tarawa,-2.616110086,176.8029938
7595,Beru Airport,Beru Island,Kiribati,BEZ,NGBR,-1.354719996,176.0070038,2,12,U,Pacific/Tarawa,-1.354719996,176.0070038
7599,Maiana Airport,Maiana,Kiribati,MNK,NGMA,1.003610015,173.0310059,2,12,U,Pacific/Tarawa,1.003610015,173.0310059
7629,Livermore Municipal Airport,Livermore,United States,LVK,KLVK,37.69340134,-121.8199997,122,-8,A,America/Los_Angeles,37.69340134,-121.8199997
7633,Grootfontein Airport,Grootfontein,Namibia,GFY,FYGF,-19.60219955,18.12269974,1413,1,S,Africa/Windhoek,-19.60219955,18.12269974
7646,Jacqueline Cochran Regional Airport,Palm Springs,United States,TRM,KTRM,33.62670135,-116.1600037,-35,-8,A,America/Los_Angeles,33.62670135,-116.1600037
7651,Yolo County Davis Woodland Winters Airport,Davis-Woodland-Winters,United States,0,KDWA,38.57910156,-121.8570023,30,-8,A,America/Los_Angeles,38.57910156,-121.8570023
7656,Witham Field,Stuart,United States,SUA,KSUA,27.18169975,-80.22109985,5,-5,A,America/New_York,27.18169975,-80.22109985
7685,Lotnisko Korne,Koszalin,Poland,0,EPKO,54.129583,17.844972,157,1,E,Europe/Warsaw,54.129583,17.844972
7692,Soldotna Airport,Soldotna,United States,SXQ,PASX,60.47570038,-151.0339966,34,-9,U,America/Anchorage,60.47570038,-151.0339966
7693,Gillespie Field,El Cajon,United States,SEE,KSEE,32.82619858,-116.9720001,118,-8,A,America/Los_Angeles,32.82619858,-116.9720001
7694,San Clemente Island Naval Auxiliary Landing Field,San Clemente Island,United States,0,KNUC,33.02270126,-118.5879974,56,-8,A,America/Los_Angeles,33.02270126,-118.5879974
7702,Truckee Tahoe Airport,Truckee,United States,TKF,KTRK,39.31999969,-120.1399994,1798,-8,A,America/Los_Angeles,39.31999969,-120.1399994
7704,Geelong Airport,Geelong,Australia,GEX,YGLG,-38.22499847,144.3329926,13,10,O,Australia/Hobart,-38.22499847,144.3329926
7711,Vaskovo Airport,Arkhangelsk,Russia,0,ULAH,64.4417038,40.42169952,25,3,N,Europe/Moscow,64.4417038,40.42169952
7712,Cobb County-Mc Collum Field,Atlanta,United States,0,KRYY,34.01319885,-84.59860229,317,-5,A,America/New_York,34.01319885,-84.59860229
7717,Mission Field,Livingston-Montana,United States,LVM,KLVM,45.69940186,-110.447998,1420,-7,A,America/Denver,45.69940186,-110.447998
7720,Big Timber Airport,Big Timber,United States,0,K6S0,45.8064003,-109.9810028,1369,-7,A,America/Denver,45.8064003,-109.9810028
7721,Tulip City Airport,Holland,United States,0,KBIV,42.74290085,-86.10739899,213,-5,A,America/New_York,42.74290085,-86.10739899
7722,London Heliport,London,United Kingdom,0,EGLW,51.46972275,-0.179444,5,0,E,Europe/London,51.46972275,-0.179444
7724,Tallinn Linnahall Heliport,Tallinn,Estonia,0,EECL,59.44861984,24.75322723,7,2,E,Europe/Tallinn,59.44861984,24.75322723
7729,West 30th St. Heliport,New York,United States,JRA,KJRA,40.754501,-74.007103,2,-5,A,America/New_York,40.754501,-74.007103
7738,Stary Oskol Airport,Stary Oskol,Russia,0,UUOS,51.329216,37.76884842,241,3,N,Europe/Moscow,51.329216,37.76884842
7776,Dayton-Wright Brothers Airport,Dayton,United States,MGY,KMGY,39.5890007,-84.22489929,292,-5,U,America/New_York,39.5890007,-84.22489929
7777,Richmond Municipal Airport,Richmond,United States,0,KRID,39.75719833,-84.84279633,347,-5,U,America/New_York,39.75719833,-84.84279633
7780,Burlington Executive,Burlington,Canada,0,CZBA,43.44145315,-79.85010266,183,-5,A,America/Toronto,43.44145315,-79.85010266
7800,Skå-Edeby Airport,Essen,Deutschland,0,ESSE,59.3451004,17.7404995,0,1,E,Europe/Stockholm,59.3451004,17.7404995
7806,Waterville / Kings County Municipal Airport,Waterville,Canada,0,CCW3,45.05189896,-64.65170288,36,-4,A,America/Halifax,45.05189896,-64.65170288
7811,Redcliffe Airport,Rothwell,Australia,0,YRED,-27.20669937,153.0679932,1,10,U,Australia/Brisbane,-27.20669937,153.0679932
7816,Krzesiny Military Air Base,Poznan,Poland,0,EPKS,52.33169937,16.96640015,81,1,E,Europe/Warsaw,52.33169937,16.96640015
7821,Zonguldak Airport,Zonguldak,Turkey,ONQ,LTAS,41.50640106,32.08860016,12,3,E,Europe/Istanbul,41.50640106,32.08860016
7822,Rocky Mountain Metropolitan Airport,Broomfield-CO,United States,BJC,KBJC,39.90879822,-105.1169968,1729,-7,A,America/Denver,39.90879822,-105.1169968
7828,Batken Airport,Batken,Kyrgyzstan,0,UA30,40.042899,70.83784,1072,6,E,Asia/Bishkek,40.042899,70.83784
7834,Hoogeveen Airfield,Hoogeveen,Netherlands,0,EHHO,52.730801,6.51611,12,1,E,Europe/Amsterdam,52.730801,6.51611
7836,Midden-Zeeland Airport,Middelburg,Netherlands,0,EHMZ,51.5121994,3.731110096,2,1,E,Europe/Amsterdam,51.5121994,3.731110096
7838,Saint-Cyr-l'École Airport,Saint-Cyr,France,0,LFPZ,48.81140137,2.074719906,113,1,E,Europe/Paris,48.81140137,2.074719906
7839,Lawrence J Timmerman Airport,Milwaukee,United States,MWC,KMWC,43.110401,-88.034401,227,-6,A,America/Chicago,43.110401,-88.034401
7841,Mantsonyane Airport,Mantsonyane,Lesotho,0,FXMN,-29.54610062,28.27099991,2164,2,U,Africa/Maseru,-29.54610062,28.27099991
7846,Arlington Municipal Airport,Arlington,United States,0,KGKY,32.66389847,-97.09429932,191,-6,A,America/Chicago,32.66389847,-97.09429932
7853,Al Minhad Air Base,Minhad AB,United Arab Emirates,NHD,OMDM,25.02680016,55.36619949,50,4,U,Asia/Dubai,25.02680016,55.36619949
7855,Roitzschjora Airfield,Roitzschjora,Deutschland,0,EDAW,51.577778,12.494444,88,1,U,Europe/Berlin,51.577778,12.494444
7856,El Alamein International Airport,Dabaa City,Egypt,DBB,HEAL,30.92449951,28.46139908,44,2,N,Africa/Cairo,30.92449951,28.46139908
7861,Chkalovskiy Air Base,Shchyolkovo,Russia,CKL,UUMU,55.8783,38.061699,152,3,N,Europe/Moscow,55.8783,38.061699
7869,New Century Aircenter Airport,Olathe,United States,JCI,KIXD,38.83089828,-94.89029694,331,-6,A,America/Chicago,38.83089828,-94.89029694
7872,Ringebu Airfield Frya,Frya,Norway,0,ENRI,61.54544067,10.06158829,174,1,E,Europe/Oslo,61.54544067,10.06158829
7885,Garner Field,Uvalde,United States,UVA,KUVA,29.2112999,-99.74359894,287,-6,A,America/Chicago,29.2112999,-99.74359894
7888,Buchanan Field,Concord,United States,CCR,KCCR,37.98970032,-122.0569992,8,-8,A,America/Los_Angeles,37.98970032,-122.0569992
7892,Strasbourg Neuhof Airfield,Strasbourg Neudorf,France,0,LFGC,48.554401,7.77806,139,1,E,Europe/Paris,48.554401,7.77806
7893,Nannhausen Airport,Nannhausen,Deutschland,0,EDRN,49.97027969,7.479166985,373,1,E,Europe/Berlin,49.97027969,7.479166985
7894,Yushu Batang Airport,Yushu,China,YUS,ZYLS,32.83638889,97.03638889,3906,8,U,Asia/Shanghai,32.83638889,97.03638889
7898,Lianshui Airport,Huai An,China,HIA,ZSSH,33.79083333,119.125,9,8,N,Asia/Shanghai,33.79083333,119.125
7902,Toronto/Oshawa Executive Airport,Oshawa,Canada,YOO,CYOO,43.922798,-78.894997,140,-5,A,America/Toronto,43.922798,-78.894997
7903,Marl-Loemühle Airfield,Recklinghausen,Deutschland,0,EDLM,51.647202,7.16333,73,1,U,Europe/Berlin,51.647202,7.16333
7909,Sun Island Resort and SPA,South Aari Atoll,Maldives,0,0,3.488334,72.862989,0,-3,N,America/Sao_Paulo,3.488334,72.862989
7928,Benson Airstrip,Uvalde,United States,0,2XS8,29.22940063,-99.82389832,283,-6,A,America/Chicago,29.22940063,-99.82389832
7932,Ngari Gunsa Airport,Shiquanhe,China,NGQ,ZUAL,32.1,80.05305556,4274,8,N,Asia/Shanghai,32.1,80.05305556
7933,Cochstedt Airport,Cochstedt,Deutschland,CSO,EDBC,51.85639954,11.42029953,181,1,E,Europe/Berlin,51.85639954,11.42029953
7939,Benešov Airport,Benesov,Czech Republic,0,LKBE,49.74079895,14.64470005,402,1,U,Europe/Prague,49.74079895,14.64470005
7946,Tureia Airport,Tureia,French Polynesia,ZTA,NTGY,-20.78969955,-138.5700073,4,-10,N,0,-20.78969955,-138.5700073
7947,McMurdo Station Ice Runway,Ross Island,Antarctica,0,NZIR,-77.85399628,166.4689941,0,12,N,Antarctica/South_Pole,-77.85399628,166.4689941
7948,Keekorok Airport,Keekorok,Kenya,0,HKKE,-1.582999945,35.25,1768,3,N,Africa/Nairobi,-1.582999945,35.25
7962,Puerto Obaldia Airport,Puerto Obaldia,Panama,PUE,MPOA,8.667,-77.418,68,-5,U,America/Panama,8.667,-77.418
7963,Kerch Airport,Kerch,Ukraine,KHC,UKFK,45.37250137,36.40140152,52,3,E,Europe/Simferopol,45.37250137,36.40140152
7980,Casa Grande Municipal Airport,Casa Grande,United States,CGZ,KCGZ,32.954899,-111.766998,446,-7,U,America/Phoenix,32.954899,-111.766998
7985,Sterling Municipal Airport,Sterling,United States,STK,KSTK,40.61529922,-103.2649994,1231,-7,A,America/Denver,40.61529922,-103.2649994
7998,Thomasville Regional Airport,Thomasville,United States,TVI,KTVI,30.90159988,-83.88130188,80,-5,A,America/New_York,30.90159988,-83.88130188
