Datetime,100034980 (Hammer Straße),101034980 (Hammer Straße stadteinwärts),102034980 (Hammer Straße stadtauswärts),100034980-status,101034980-status,102034980-status
2019-11-01 00:00,40,18,22,0,0,0
2019-11-01 00:15,35,14,21,0,0,0
2019-11-01 00:30,52,27,25,0,0,0
2019-11-01 00:45,52,36,16,0,0,0
2019-11-01 01:00,59,35,24,0,0,0
2019-11-01 01:15,41,19,22,0,0,0
2019-11-01 01:30,50,24,26,0,0,0
2019-11-01 01:45,44,22,22,0,0,0
2019-11-01 02:00,39,12,27,0,0,0
2019-11-01 02:15,29,4,25,0,0,0
2019-11-01 02:30,29,6,23,0,0,0
2019-11-01 02:45,22,6,16,0,0,0
2019-11-01 03:00,18,5,13,0,0,0
2019-11-01 03:15,28,11,17,0,0,0
2019-11-01 03:30,29,14,15,0,0,0
2019-11-01 03:45,27,4,23,0,0,0
2019-11-01 04:00,20,7,13,0,0,0
2019-11-01 04:15,18,11,7,0,0,0
2019-11-01 04:30,14,1,13,0,0,0
2019-11-01 04:45,20,11,9,0,0,0
2019-11-01 05:00,8,4,4,0,0,0
2019-11-01 05:15,6,3,3,0,0,0
2019-11-01 05:30,15,9,6,0,0,0
2019-11-01 05:45,8,7,1,0,0,0
2019-11-01 06:00,6,3,3,0,0,0
2019-11-01 06:15,11,8,3,0,0,0
2019-11-01 06:30,6,5,1,0,0,0
2019-11-01 06:45,5,3,2,0,0,0
2019-11-01 07:00,4,0,4,0,0,0
2019-11-01 07:15,8,7,1,0,0,0
2019-11-01 07:30,7,5,2,0,0,0
2019-11-01 07:45,15,13,2,0,0,0
2019-11-01 08:00,21,10,11,0,0,0
2019-11-01 08:15,9,5,4,0,0,0
2019-11-01 08:30,8,3,5,0,0,0
2019-11-01 08:45,19,13,6,0,0,0
2019-11-01 09:00,17,11,6,0,0,0
2019-11-01 09:15,21,15,6,0,0,0
2019-11-01 09:30,27,17,10,0,0,0
2019-11-01 09:45,42,29,13,0,0,0
2019-11-01 10:00,35,19,16,0,0,0
2019-11-01 10:15,30,15,15,0,0,0
2019-11-01 10:30,32,23,9,0,0,0
2019-11-01 10:45,48,29,19,0,0,0
2019-11-01 11:00,23,11,12,0,0,0
2019-11-01 11:15,36,18,18,0,0,0
2019-11-01 11:30,42,19,23,0,0,0
2019-11-01 11:45,30,16,14,0,0,0
2019-11-01 12:00,53,26,27,0,0,0
2019-11-01 12:15,38,22,16,0,0,0
2019-11-01 12:30,39,16,23,0,0,0
2019-11-01 12:45,47,23,24,0,0,0
2019-11-01 13:00,24,8,16,0,0,0
2019-11-01 13:15,27,12,15,0,0,0
2019-11-01 13:30,36,17,19,0,0,0
2019-11-01 13:45,27,13,14,0,0,0
2019-11-01 14:00,24,13,11,0,0,0
2019-11-01 14:15,33,18,15,0,0,0
2019-11-01 14:30,26,9,17,0,0,0
2019-11-01 14:45,39,11,28,0,0,0
2019-11-01 15:00,26,8,18,0,0,0
2019-11-01 15:15,24,12,12,0,0,0
2019-11-01 15:30,37,16,21,0,0,0
2019-11-01 15:45,44,14,30,0,0,0
2019-11-01 16:00,39,20,19,0,0,0
2019-11-01 16:15,21,12,9,0,0,0
2019-11-01 16:30,35,21,14,0,0,0
2019-11-01 16:45,42,24,18,0,0,0
2019-11-01 17:00,36,21,15,0,0,0
2019-11-01 17:15,51,21,30,0,0,0
2019-11-01 17:30,52,26,26,0,0,0
2019-11-01 17:45,49,23,26,0,0,0
2019-11-01 18:00,43,17,26,0,0,0
2019-11-01 18:15,30,17,13,0,0,0
2019-11-01 18:30,24,14,10,0,0,0
2019-11-01 18:45,46,26,20,0,0,0
2019-11-01 19:00,55,30,25,0,0,0
2019-11-01 19:15,51,21,30,0,0,0
2019-11-01 19:30,42,18,24,0,0,0
2019-11-01 19:45,60,35,25,0,0,0
2019-11-01 20:00,34,23,11,0,0,0
2019-11-01 20:15,48,25,23,0,0,0
2019-11-01 20:30,23,11,12,0,0,0
2019-11-01 20:45,27,14,13,0,0,0
2019-11-01 21:00,30,15,15,0,0,0
2019-11-01 21:15,33,11,22,0,0,0
2019-11-01 21:30,29,15,14,0,0,0
2019-11-01 21:45,24,11,13,0,0,0
2019-11-01 22:00,33,7,26,0,0,0
2019-11-01 22:15,43,10,33,0,0,0
2019-11-01 22:30,26,5,21,0,0,0
2019-11-01 22:45,21,6,15,0,0,0
2019-11-01 23:00,21,2,19,0,0,0
2019-11-01 23:15,16,1,15,0,0,0
2019-11-01 23:30,24,5,19,0,0,0
2019-11-01 23:45,30,15,15,0,0,0
2019-11-02 00:00,12,3,9,0,0,0
2019-11-02 00:15,20,5,15,0,0,0
2019-11-02 00:30,12,5,7,0,0,0
2019-11-02 00:45,11,2,9,0,0,0
2019-11-02 01:00,10,2,8,0,0,0
2019-11-02 01:15,13,3,10,0,0,0
2019-11-02 01:30,13,7,6,0,0,0
2019-11-02 01:45,9,4,5,0,0,0
2019-11-02 02:00,5,0,5,0,0,0
2019-11-02 02:15,9,4,5,0,0,0
2019-11-02 02:30,4,1,3,0,0,0
2019-11-02 02:45,4,2,2,0,0,0
2019-11-02 03:00,2,1,1,0,0,0
2019-11-02 03:15,2,1,1,0,0,0
2019-11-02 03:30,2,2,0,0,0,0
2019-11-02 03:45,7,2,5,0,0,0
2019-11-02 04:00,4,2,2,0,0,0
2019-11-02 04:15,3,3,0,0,0,0
2019-11-02 04:30,0,0,0,0,0,0
2019-11-02 04:45,2,1,1,0,0,0
2019-11-02 05:00,0,0,0,0,0,0
2019-11-02 05:15,3,3,0,0,0,0
2019-11-02 05:30,7,3,4,0,0,0
2019-11-02 05:45,6,4,2,0,0,0
2019-11-02 06:00,7,5,2,0,0,0
2019-11-02 06:15,4,4,0,0,0,0
2019-11-02 06:30,5,2,3,0,0,0
2019-11-02 06:45,6,3,3,0,0,0
2019-11-02 07:00,10,6,4,0,0,0
2019-11-02 07:15,10,7,3,0,0,0
2019-11-02 07:30,15,10,5,0,0,0
2019-11-02 07:45,25,15,10,0,0,0
2019-11-02 08:00,25,18,7,0,0,0
2019-11-02 08:15,25,18,7,0,0,0
2019-11-02 08:30,27,12,15,0,0,0
2019-11-02 08:45,57,30,27,0,0,0
2019-11-02 09:00,38,29,9,0,0,0
2019-11-02 09:15,81,57,24,0,0,0
2019-11-02 09:30,68,49,19,0,0,0
2019-11-02 09:45,105,79,26,0,0,0
2019-11-02 10:00,106,74,32,0,0,0
2019-11-02 10:15,109,78,31,0,0,0
2019-11-02 10:30,105,76,29,0,0,0
2019-11-02 10:45,131,89,42,0,0,0
2019-11-02 11:00,146,94,52,0,0,0
2019-11-02 11:15,143,78,65,0,0,0
2019-11-02 11:30,139,79,60,0,0,0
2019-11-02 11:45,165,82,83,0,0,0
2019-11-02 12:00,186,93,93,0,0,0
2019-11-02 12:15,186,83,103,0,0,0
2019-11-02 12:30,162,79,83,0,0,0
