Datetime,100034982 (Hüfferstraße),101034982 (Hüfferstraße stadteinwärts),102034982 (Hüfferstraße stadtauswärts),100034982-status,101034982-status,102034982-status
2019-11-01 00:00,19,7,12,0,0,0
2019-11-01 00:15,14,2,12,0,0,0
2019-11-01 00:30,22,1,21,0,0,0
2019-11-01 00:45,20,7,13,0,0,0
2019-11-01 01:00,29,19,10,0,0,0
2019-11-01 01:15,11,2,9,0,0,0
2019-11-01 01:30,30,5,25,0,0,0
2019-11-01 01:45,18,4,14,0,0,0
2019-11-01 02:00,18,3,15,0,0,0
2019-11-01 02:15,27,5,22,0,0,0
2019-11-01 02:30,15,0,15,0,0,0
2019-11-01 02:45,25,9,16,0,0,0
2019-11-01 03:00,30,3,27,0,0,0
2019-11-01 03:15,18,1,17,0,0,0
2019-11-01 03:30,11,2,9,0,0,0
2019-11-01 03:45,13,0,13,0,0,0
2019-11-01 04:00,13,1,12,0,0,0
2019-11-01 04:15,12,1,11,0,0,0
2019-11-01 04:30,10,0,10,0,0,0
2019-11-01 04:45,11,4,7,0,0,0
2019-11-01 05:00,0,0,0,0,0,0
2019-11-01 05:15,8,7,1,0,0,0
2019-11-01 05:30,13,4,9,0,0,0
2019-11-01 05:45,6,1,5,0,0,0
2019-11-01 06:00,1,0,1,0,0,0
2019-11-01 06:15,2,0,2,0,0,0
2019-11-01 06:30,4,3,1,0,0,0
2019-11-01 06:45,7,4,3,0,0,0
2019-11-01 07:00,6,2,4,0,0,0
2019-11-01 07:15,6,3,3,0,0,0
2019-11-01 07:30,8,3,5,0,0,0
2019-11-01 07:45,12,5,7,0,0,0
2019-11-01 08:00,6,4,2,0,0,0
2019-11-01 08:15,6,3,3,0,0,0
2019-11-01 08:30,16,6,10,0,0,0
2019-11-01 08:45,11,6,5,0,0,0
2019-11-01 09:00,6,2,4,0,0,0
2019-11-01 09:15,14,7,7,0,0,0
2019-11-01 09:30,25,16,9,0,0,0
2019-11-01 09:45,18,8,10,0,0,0
2019-11-01 10:00,23,14,9,0,0,0
2019-11-01 10:15,24,7,17,0,0,0
2019-11-01 10:30,24,10,14,0,0,0
2019-11-01 10:45,29,18,11,0,0,0
2019-11-01 11:00,33,16,17,0,0,0
2019-11-01 11:15,23,11,12,0,0,0
2019-11-01 11:30,29,12,17,0,0,0
2019-11-01 11:45,31,21,10,0,0,0
2019-11-01 12:00,23,8,15,0,0,0
2019-11-01 12:15,27,9,18,0,0,0
2019-11-01 12:30,30,15,15,0,0,0
2019-11-01 12:45,17,4,13,0,0,0
2019-11-01 13:00,25,12,13,0,0,0
2019-11-01 13:15,23,13,10,0,0,0
2019-11-01 13:30,17,9,8,0,0,0
2019-11-01 13:45,30,13,17,0,0,0
2019-11-01 14:00,29,14,15,0,0,0
2019-11-01 14:15,20,11,9,0,0,0
2019-11-01 14:30,22,11,11,0,0,0
2019-11-01 14:45,34,12,22,0,0,0
2019-11-01 15:00,30,13,17,0,0,0
2019-11-01 15:15,15,6,9,0,0,0
2019-11-01 15:30,12,7,5,0,0,0
2019-11-01 15:45,27,15,12,0,0,0
2019-11-01 16:00,19,8,11,0,0,0
2019-11-01 16:15,33,10,23,0,0,0
2019-11-01 16:30,28,14,14,0,0,0
2019-11-01 16:45,28,11,17,0,0,0
2019-11-01 17:00,32,11,21,0,0,0
2019-11-01 17:15,32,12,20,0,0,0
2019-11-01 17:30,54,36,18,0,0,0
2019-11-01 17:45,34,20,14,0,0,0
2019-11-01 18:00,22,13,9,0,0,0
2019-11-01 18:15,39,24,15,0,0,0
2019-11-01 18:30,34,18,16,0,0,0
2019-11-01 18:45,21,13,8,0,0,0
2019-11-01 19:00,14,6,8,0,0,0
2019-11-01 19:15,14,10,4,0,0,0
2019-11-01 19:30,38,26,12,0,0,0
2019-11-01 19:45,40,20,20,0,0,0
2019-11-01 20:00,33,9,24,0,0,0
2019-11-01 20:15,29,21,8,0,0,0
2019-11-01 20:30,13,9,4,0,0,0
2019-11-01 20:45,22,11,11,0,0,0
