Datetime,100034982 (Hüfferstraße),101034982 (Hüfferstraße stadteinwärts),102034982 (Hüfferstraße stadtauswärts),100034982-status,101034982-status,102034982-status
2020-11-01 00:00,7,1,6,0,0,0
2020-11-01 00:15,11,5,6,0,0,0
2020-11-01 00:30,9,0,9,0,0,0
2020-11-01 00:45,6,2,4,0,0,0
2020-11-01 01:00,4,0,4,0,0,0
2020-11-01 01:15,11,2,9,0,0,0
2020-11-01 01:30,6,1,5,0,0,0
2020-11-01 01:45,2,2,0,0,0,0
2020-11-01 02:00,5,0,5,0,0,0
2020-11-01 02:15,14,1,13,0,0,0
2020-11-01 02:30,3,2,1,0,0,0
2020-11-01 02:45,3,1,2,0,0,0
2020-11-01 03:00,5,4,1,0,0,0
2020-11-01 03:15,2,0,2,0,0,0
2020-11-01 03:30,6,2,4,0,0,0
2020-11-01 03:45,2,0,2,0,0,0
2020-11-01 04:00,0,0,0,0,0,0
2020-11-01 04:15,0,0,0,0,0,0
2020-11-01 04:30,0,0,0,0,0,0
2020-11-01 04:45,1,1,0,0,0,0
2020-11-01 05:00,0,0,0,0,0,0
2020-11-01 05:15,0,0,0,0,0,0
2020-11-01 05:30,5,0,5,0,0,0
2020-11-01 05:45,1,0,1,0,0,0
2020-11-01 06:00,1,0,1,0,0,0
2020-11-01 06:15,4,1,3,0,0,0
2020-11-01 06:30,5,4,1,0,0,0
2020-11-01 06:45,3,1,2,0,0,0
2020-11-01 07:00,2,0,2,0,0,0
2020-11-01 07:15,0,0,0,0,0,0
2020-11-01 07:30,5,2,3,0,0,0
2020-11-01 07:45,7,3,4,0,0,0
2020-11-01 08:00,15,10,5,0,0,0
2020-11-01 08:15,9,4,5,0,0,0
2020-11-01 08:30,6,5,1,0,0,0
2020-11-01 08:45,19,11,8,0,0,0
2020-11-01 09:00,6,4,2,0,0,0
2020-11-01 09:15,12,10,2,0,0,0
2020-11-01 09:30,17,8,9,0,0,0
2020-11-01 09:45,15,9,6,0,0,0
2020-11-01 10:00,26,7,19,0,0,0
2020-11-01 10:15,13,7,6,0,0,0
2020-11-01 10:30,28,13,15,0,0,0
2020-11-01 10:45,22,19,3,0,0,0
2020-11-01 11:00,44,24,20,0,0,0
2020-11-01 11:15,25,16,9,0,0,0
2020-11-01 11:30,57,22,35,0,0,0
2020-11-01 11:45,47,25,22,0,0,0
2020-11-01 12:00,39,13,26,0,0,0
2020-11-01 12:15,51,24,27,0,0,0
2020-11-01 12:30,60,26,34,0,0,0
2020-11-01 12:45,50,20,30,0,0,0
2020-11-01 13:00,34,12,22,0,0,0
2020-11-01 13:15,27,9,18,0,0,0
2020-11-01 13:30,34,9,25,0,0,0
2020-11-01 13:45,36,17,19,0,0,0
2020-11-01 14:00,28,8,20,0,0,0
2020-11-01 14:15,31,20,11,0,0,0
2020-11-01 14:30,50,24,26,0,0,0
2020-11-01 14:45,45,29,16,0,0,0
2020-11-01 15:00,38,17,21,0,0,0
2020-11-01 15:15,32,13,19,0,0,0
2020-11-01 15:30,50,21,29,0,0,0
2020-11-01 15:45,46,17,29,0,0,0
2020-11-01 16:00,36,16,20,0,0,0
2020-11-01 16:15,39,19,20,0,0,0
2020-11-01 16:30,34,15,19,0,0,0
2020-11-01 16:45,38,14,24,0,0,0
2020-11-01 17:00,27,14,13,0,0,0
2020-11-01 17:15,31,16,15,0,0,0
2020-11-01 17:30,30,16,14,0,0,0
2020-11-01 17:45,48,25,23,0,0,0
2020-11-01 18:00,36,15,21,0,0,0
2020-11-01 18:15,17,8,9,0,0,0
2020-11-01 18:30,24,11,13,0,0,0
2020-11-01 18:45,26,7,19,0,0,0
2020-11-01 19:00,16,5,11,0,0,0
2020-11-01 19:15,24,12,12,0,0,0
2020-11-01 19:30,31,16,15,0,0,0
2020-11-01 19:45,29,17,12,0,0,0
2020-11-01 20:00,15,6,9,0,0,0
2020-11-01 20:15,18,13,5,0,0,0
2020-11-01 20:30,13,5,8,0,0,0
2020-11-01 20:45,14,2,12,0,0,0
2020-11-01 21:00,19,15,4,0,0,0
2020-11-01 21:15,14,8,6,0,0,0
2020-11-01 21:30,5,2,3,0,0,0
2020-11-01 21:45,7,4,3,0,0,0
2020-11-01 22:00,9,4,5,0,0,0
2020-11-01 22:15,13,8,5,0,0,0
2020-11-01 22:30,7,1,6,0,0,0
2020-11-01 22:45,5,1,4,0,0,0
2020-11-01 23:00,3,1,2,0,0,0
2020-11-01 23:15,7,2,5,0,0,0
2020-11-01 23:30,4,2,2,0,0,0
2020-11-01 23:45,5,3,2,0,0,0
2020-11-02 00:00,2,0,2,0,0,0
2020-11-02 00:15,4,0,4,0,0,0
2020-11-02 00:30,1,0,1,0,0,0
2020-11-02 00:45,1,0,1,0,0,0
2020-11-02 01:00,0,0,0,0,0,0
2020-11-02 01:15,2,2,0,0,0,0
2020-11-02 01:30,3,0,3,0,0,0
2020-11-02 01:45,0,0,0,0,0,0
2020-11-02 02:00,0,0,0,0,0,0
2020-11-02 02:15,2,0,2,0,0,0
2020-11-02 02:30,1,0,1,0,0,0
2020-11-02 02:45,2,2,0,0,0,0
2020-11-02 03:00,0,0,0,0,0,0
2020-11-02 03:15,0,0,0,0,0,0
2020-11-02 03:30,0,0,0,0,0,0
2020-11-02 03:45,2,1,1,0,0,0
2020-11-02 04:00,0,0,0,0,0,0
2020-11-02 04:15,1,0,1,0,0,0
2020-11-02 04:30,3,2,1,0,0,0
2020-11-02 04:45,0,0,0,0,0,0
2020-11-02 05:00,2,1,1,0,0,0
2020-11-02 05:15,0,0,0,0,0,0
2020-11-02 05:30,11,5,6,0,0,0
2020-11-02 05:45,10,5,5,0,0,0
